hsa_id,hsa_name,total_population,weighted_lat,weighted_lon
85,"New Haven (New Haven), CT - Litchfield, CT","1,214,266",41.46,-72.93
86,"Orange (Newburgh), NY - Sullivan, NY",486337,41.45370408,-74.38141361
87,"Morris (Parsippany-Troy Hills Township), NJ - Sussex, NJ",660335,40.92322995,-74.57682624
88,"Saratoga, NY - Schenectady (Schenectady), NY",529781,43.10480879,-73.87723172
89,"Hardin, KY - Meade, KY",204795,37.70348342,-86.07828382
90,"Cheshire, NH",77297,42.9193,-72.2512
91,"Hillsborough (Manchester), NH - Merrimack, NH",698808,43.12741582,-71.6429102
92,"Harrison, WV - Upshur, WV",132643,39.10396316,-80.44561769
93,"Hunterdon, NJ - Warren (Phillipsburg), NJ",241009,40.70063579,-74.95134065
94,"Kings (New York), NY - Queens, NY",8483844,40.71586192,-73.91201358
95,"Androscoggin (Lewiston), ME - Oxford, ME",203091,44.38430738,-70.40256611
96,"Harlan, KY - Bell, KY",49281,36.79664987,-83.43557787
97,"Augusta, VA - Staunton City, VA",165767,38.07088078,-79.1619817
98,"York, ME",216731,43.4782,-70.7144
99,"Albemarle, VA - Charlottesville City, VA",394981,38.10527326,-78.32278227
100,"Washington, PA - Fayette, PA",370874,40.0663889,-80.04177054
101,"Worcester (Worcester), MA - Franklin, MA",938732,42.36891056,-71.95940037
102,"Bourbon (Paris), KY - Nicholas, KY",27948,38.24225035,-84.1615164
103,"Caledonia, VT - Orleans, VT",84229,44.62827461,-72.3160879
104,"Clinton, KY - Cumberland, KY",15150,36.75064235,-85.23525481
105,"Tompkins, NY - Cortland, NY",150783,42.49585891,-76.34990561
106,"Chautauqua, NY",125544,42.2281,-79.3663
107,"Queen Annes, MD - Talbot, MD",156165,38.8309445,-75.99652807
108,"Monmouth, NJ - Ocean (Brick Township), NJ",1299715,40.07150242,-74.25170725
109,"Prince William (Dale City), VA - Fauquier, VA",623231,38.71210779,-77.51936765
110,"Mifflin, PA - Huntingdon, PA",113073,40.51930124,-77.71319107
112,"Berkshire (Pittsfield), MA",129430,42.3707,-73.2063
114,"Franklin, KY - Anderson, KY",87525,38.20998115,-84.90244861
115,"Calloway, KY",38224,36.621,-88.2723
116,"Mason, KY - Fleming, KY",40723,38.52990891,-83.83136001
117,"Crawford, PA",82716,41.6847,-80.1062
119,"Harrison, KY - Robertson, KY",21423,38.45000571,-84.30162498
121,"Fairfield, CT","957,419",41.23,-73.37
122,"Rutland, VT",60425,43.5801,-73.0363
123,"Letcher, KY",20808,37.1212,-82.8553
124,"Kent, MD",19346,39.2556,-76.039
125,"Elk, PA",30506,41.4251,-78.6491
126,"Mercer, NJ",385864,40.2834,-74.7018
127,"Cumberland, NJ",153305,39.3739,-75.1107
128,"Tioga, PA",40945,41.7722,-77.2543
129,"Lawrence, PA",85024,40.9912,-80.3347
130,"Brunswick, VA - Greensville, VA",32663,36.72229262,-77.70086397
131,"Montgomery, KY - Bath, KY",41246,38.06824001,-83.86000854
132,"Caswell, NC",22404,36.3932,-79.3335
135,"Stafford, VA - Spotsylvania, VA",398936,38.28331902,-77.50296353
136,"Aroostook, ME",67058,46.6589,-68.5989
137,"Accomack, VA - Northampton, VA",45394,37.65271996,-75.69816592
138,"Coos, NH",31271,44.6896,-71.3056
139,"Berks, PA",433015,40.4163,-75.926
140,"Lancaster, PA",557931,40.0424,-76.2477
141,"Walker, GA - Catoosa, GA",153561,34.82321435,-85.24964807
142,"Orange (Orlando), FL - Volusia, FL",3215889,28.72025928,-81.36810732
143,"Chatham (Savannah), GA - Liberty, GA",539021,32.02609847,-81.31021582
144,"Dougherty (Albany), GA - Lee, GA",173955,31.5889307,-84.26021166
145,"Whitfield, GA - Murray, GA",144160,34.80076047,-84.90555229
146,"DeSoto, MS - Marshall, MS",303473,34.77790053,-89.91973916
147,"Knox (Knoxville), TN - Blount, TN",928066,35.8462216,-83.98154192
148,"Davidson (Nashville-Davidson), TN - Williamson, TN",1193740,36.12426984,-86.88309123
149,"Forsyth (Winston-Salem), NC - Surry, NC",588237,36.17269832,-80.35524623
150,"Jefferson (Birmingham), AL - Shelby, AL",1275179,33.55233755,-86.81145699
151,"Sullivan (Kingsport), TN - Hawkins, TN",218588,36.49388698,-82.47404437
152,"Warren, GA - Glascock, GA",9660,33.37974166,-82.68931665
153,"Fulton (Atlanta), GA - DeKalb, GA",3120700,33.81580065,-84.25829434
154,"Floyd, GA - Bartow, GA",340727,34.27833483,-85.03770363
155,"Bay (Panama City), FL - Jackson, FL",308308,30.40593292,-85.5350826
156,"Tuscaloosa (Tuscaloosa), AL - Pickens, AL",278526,33.2493211,-87.57990336
157,"Hall, GA - Habersham, GA",412536,34.46059484,-83.81543785
158,"Duval (Jacksonville), FL - Clay, FL",1377026,30.29360381,-81.72423169
159,"Alachua (Gainesville), FL - Columbia, FL",549475,29.80926036,-82.53419398
160,"Richland (Columbia), SC - Lexington, SC",785989,33.99831099,-81.08598292
161,"Mobile (Mobile), AL - Baldwin, AL",716653,30.82927272,-88.0047814
162,"Houston (Dothan), AL - Dale, AL",281836,31.33057136,-85.54570665
163,"Escambia, AL - Conecuh, AL",47904,31.19743961,-87.12200549
164,"Morgan, GA - Greene, GA",41187,33.58499234,-83.33333017
165,"Lee (Cape Coral), FL - Collier, FL",1270902,26.43450658,-81.6523329
166,"Russell, AL",58811,32.2884,-85.1849
167,"Mecklenburg (Charlotte), NC - Union, NC",1427928,35.19704405,-80.76830963
168,"New Hanover (Wilmington), NC - Brunswick, NC",453347,34.22080358,-78.00671546
169,"Washington (Johnson City), TN - Carter, TN",210729,36.27777958,-82.39236612
170,"Durham (Durham), NC - Granville, NC",493889,36.13927869,-78.78716178
171,"Montgomery (Montgomery), AL - Autauga, AL",390293,32.11846122,-86.27741871
172,"Chambers, AL - Randolph, AL",56702,33.06495686,-85.41863788
173,"Gilmer, GA - Fannin, GA",58168,34.76771616,-84.39550229
174,"Ware, GA - Pierce, GA",74046,31.19934263,-82.39630693
175,"Dallas, AL - Marengo, AL",73912,32.29364723,-87.32887188
176,"Orangeburg, SC - Bamberg, SC",118138,33.4133281,-80.86210734
177,"Calhoun (Anniston), AL - Cleburne, AL",131516,33.76003424,-85.78996737
178,"Thomas, GA - Mitchell, GA",92943,30.94871728,-84.0701472
179,"Lee (Auburn), AL - Elmore, AL",330289,32.62008922,-85.64450141
180,"Lowndes, GA - Brooks, GA",186072,30.91704684,-83.28794068
181,"Fulton, KY",6409,36.554,-89.1874
182,"Greenville (Greenville), SC - Anderson, SC",973742,34.80052637,-82.53485575
183,"Leon (Tallahassee), FL - Gadsden, FL",451562,30.40631698,-84.26796148
184,"Florence (Florence), SC - Darlington, SC",299716,34.18784338,-79.82311393
185,"Morgan (Decatur), AL - Lawrence, AL",157747,34.46788647,-86.94953408
186,"Guilford (Greensboro), NC - Davidson, NC",959373,36.0019789,-79.86657556
187,"Laurens, SC - Greenwood, SC",191466,34.25301308,-82.09479686
188,"Madison (Jackson), TN - Gibson, TN",264186,35.64570021,-88.82215097
189,"Tift, GA - Ben Hill, GA",76751,31.57241326,-83.43953276
190,"Cobb (Marietta), GA",775208,33.9416,-84.5767
191,"Polk, NC",19891,35.2793,-82.1697
192,"Iredell (Statesville), NC - Alexander, NC",232956,35.82490305,-80.92085395
193,"Bibb (Macon), GA - Houston, GA",472054,32.66275481,-83.68760573
194,"Watauga, NC - Ashe, NC",82073,36.29775834,-81.63200739
195,"Pitt, NC - Beaufort, NC",262163,35.60835432,-77.197479
196,"Sumter, SC - Clarendon, SC",151877,33.89141497,-80.33478086
197,"Sumter, GA - Crisp, GA",80497,32.06676077,-83.9308711
198,"Wake (Raleigh), NC - Johnston, NC",1566592,35.75912296,-78.55340116
199,"Marion, SC - Dillon, SC",56526,34.2335909,-79.37058366
200,"Miami-Dade (Miami), FL - Broward, FL",4797345,25.83138824,-80.54069188
201,"Putnam, GA - Hancock, GA",31505,33.30768764,-83.27063638
202,"Polk (Lakeland), FL - Highlands, FL",922071,27.86677393,-81.65985078
203,"Orange (Chapel Hill), NC - Harnett, NC",434795,35.6847954,-79.07276358
204,"Spalding (Griffin), GA - Butts, GA",95388,33.26839981,-84.19329673
205,"Moore, NC - Richmond, NC",227062,35.18679372,-79.52179919
206,"Laurens, GA - Toombs, GA",140077,32.28798634,-82.77649011
207,"Robeson, NC - Columbus, NC",230198,34.58462694,-78.99168024
208,"Maury, TN - Giles, TN",187452,35.51447105,-87.03894503
209,"Jackson, NC - Macon, NC",103797,35.26924673,-83.34505107
210,"Madison (Huntsville), AL - Limestone, AL",570004,34.77379821,-86.5830713
211,"Rutherford (Murfreesboro), TN - Warren, TN",445026,35.83036866,-86.30296929
212,"Charleston (Charleston), SC - Berkeley, SC",891304,32.98106949,-80.09335123
213,"Sarasota (Sarasota), FL - Charlotte, FL",695997,27.1040789,-82.18359925
214,"Nash, NC - Halifax, NC",209558,36.05704458,-77.77208906
215,"Putnam, TN - White, TN",158561,36.18221935,-85.46036688
216,"Stephens, GA - Hart, GA",78185,34.42866262,-83.15997329
217,"Hamblen (Morristown), TN - Jefferson, TN",153651,36.17864646,-83.36953055
218,"Gaston (Gastonia), NC - Cleveland, NC",493518,35.35267967,-81.36248766
219,"Lauderdale (Florence), AL - Colbert, AL",209500,34.69058859,-87.69305205
220,"Jasper, GA",15929,33.3165,-83.688
221,"Palm Beach (West Palm Beach), FL - St. Lucie, FL",2097298,26.82064702,-80.47223942
222,"Bulloch, GA - Emanuel, GA",130882,32.46948985,-81.85517779
223,"Cumberland, TN - Fentress, TN",97894,35.98087657,-85.01712148
224,"Etowah (Gadsden), AL - Marshall, AL",300565,34.26278137,-86.03304702
225,"Buncombe (Asheville), NC - Henderson, NC",511064,35.52429032,-82.59910903
226,"Anderson (Oak Ridge), TN - Roane, TN",229475,36.02879931,-84.41759126
227,"Hillsborough (Tampa), FL - Pinellas, FL",3304691,28.03588917,-82.45289914
228,"Decatur, GA - Seminole, GA",44201,30.92864463,-84.65918729
229,"Catawba (Hickory), NC - Burke, NC",331904,35.75578259,-81.42502452
230,"Wayne, GA - Appling, GA",49442,31.62544657,-82.05597813
231,"Sumner (Hendersonville), TN - Wilson, TN",421815,36.34184999,-86.33795381
232,"Lawrence, TN - Wayne, TN",70250,35.27521843,-87.5432799
233,"Marion (Ocala), FL - Citrus, FL",562550,29.1058517,-82.17878144
234,"Montgomery (Clarksville), TN - Stewart, TN",256533,36.49026798,-87.41859699
235,"Cabarrus (Concord), NC - Rowan, NC",450659,35.46006175,-80.49968738
236,"Coffee, GA - Jeff Davis, GA",66608,31.5751592,-82.80546534
237,"Brevard (Palm Bay), FL - Indian River, FL",799716,28.16857878,-80.70601912
238,"Wayne, NC - Lenoir, NC",243392,35.25928101,-77.88014461
239,"Coffee, TN - Franklin, TN",124193,35.34949868,-86.05756157
240,"Yancey, NC - Avery, NC",51469,35.99322965,-82.13340489
241,"Talladega, AL - Clay, AL",105513,33.32182376,-86.13280743
242,"Onslow, NC - Craven, NC",401358,34.86983335,-77.18935016
243,"Hertford, NC - Bertie, NC",61290,36.24457636,-76.84899567
244,"York (Rock Hill), SC - Chester, SC",325855,34.94697019,-81.18196059
245,"Hardin, TN - McNairy, TN",53219,35.18737878,-88.36949459
246,"Horry, SC - Georgetown, SC",447827,33.85107634,-79.04549808
247,"Marion, AL - Fayette, AL",45237,33.98918934,-87.83447361
248,"Dyer, TN - Lauderdale, TN",67871,35.97687947,-89.50060273
249,"Lancaster, SC - Kershaw, SC",172789,34.54915397,-80.6599149
250,"Washington, GA - Jefferson, GA",35190,33.00672993,-82.63124255
251,"St. Johns (St. Augustine), FL - Putnam, FL",382098,29.84398249,-81.50042235
252,"Greene, TN - Cocke, TN",108441,36.09046522,-82.93929139
253,"Elbert, GA - Wilkes, GA",29398,34.00805093,-82.80862513
254,"Colquitt, GA",46224,31.1884,-83.7688
256,"Wilkes, NC",65935,36.2062,-81.163
257,"Osceola, FL",427415,28.0626,-81.1495
258,"Cherokee, NC - Clay, NC",41172,35.11227154,-83.97515324
259,"Butler, AL",18630,31.7524,-86.6803
260,"Bedford, TN",52237,35.5138,-86.4589
261,"McDowell, NC",44817,35.6817,-82.0493
262,"Cumberland (Fayetteville), NC - Sampson, NC",398015,35.04016832,-78.75952126
263,"Scott, TN",22113,36.4285,-84.5035
264,"Pasquotank, NC - Dare, NC",102880,36.10501052,-76.11763519
266,"Manatee, FL",429792,27.4719,-82.3153
267,"Alamance, NC",176893,36.0437,-79.3995
268,"Rabun, GA",17312,34.8818,-83.402
269,"Upson, GA - Lamar, GA",67503,33.00010646,-84.27951772
270,"Franklin, IN",23020,39.4149,-85.0602
271,"Grand Traverse, MI - Manistee, MI",204926,44.69474708,-85.5991065
272,"Jefferson (Louisville), KY - Bullitt, KY",1100946,38.15348017,-85.59340907
273,"Wabash, IL",11119,38.4461,-87.8443
274,"Wayne (Detroit), MI - Oakland, MI",3931937,42.49783139,-83.23798442
275,"Marion (Indianapolis), IN - Johnson, IN",1497411,39.72076614,-86.19440485
276,"Monroe, MI",155505,41.9291,-83.5394
277,"Peoria (Peoria), IL - Tazewell, IL",367347,40.64892778,-89.7050725
278,"Brown (Green Bay), WI - Oconto, WI",361590,44.56045268,-87.95267393
279,"Champaign (Champaign), IL - Coles, IL",299009,40.00918853,-88.20641301
280,"Milwaukee (Milwaukee), WI - Waukesha, WI",1568938,43.06416506,-88.07773668
281,"Franklin (Columbus), OH - Delaware, OH",1693312,39.99028615,-83.02712633
282,"Marathon (Wausau), WI - Wood, WI",295596,44.83161541,-89.97798615
283,"Jackson, OH - Gallia, OH",83614,38.96827608,-82.35764139
284,"Gogebic, MI - Ontonagon, MI",20169,46.48286555,-89.58422637
285,"Ingham (Lansing), MI - Eaton, MI",540660,42.69278829,-84.47237544
286,"Ramsey (St. Paul), MN - Dakota, MN",1322945,44.92659212,-93.0346304
287,"Cook (Chicago), IL - DuPage, IL",7138928,41.91119858,-87.8983431
288,"Cuyahoga (Cleveland), OH - Lake, OH",1670737,41.48286159,-81.51965082
289,"St. Louis (Duluth), MN - Itasca, MN",339903,47.38138497,-92.65194422
290,"Allamakee, IA",14092,43.2843,-91.3781
291,"Winnebago (Rockford), IL - Ogle, IL",421886,42.25140455,-89.14901317
292,"Allen (Lima), OH - Auglaize, OH",283572,40.72960382,-84.2070913
293,"Marquette, MI - Delta, MI",127086,46.26835251,-87.16651308
294,"Chippewa, MI - Emmet, MI",133350,45.72238187,-84.7915348
295,"Montgomery (Dayton), OH - Greene, OH",798143,39.76505648,-84.24497909
296,"Muskegon (Muskegon), MI - Newaygo, MI",282875,43.44439449,-86.11006592
297,"St. Clair (Port Huron), MI - Sanilac, MI",200683,43.03279371,-82.70876652
298,"Eau Claire (Eau Claire), WI - Chippewa, WI",240266,44.83990581,-91.44821067
299,"Madison (Alton), IL - Jersey, IL",306558,38.85536183,-89.92141674
300,"Tippecanoe (Lafayette), IN - Clinton, IN",276002,40.43191292,-86.83012015
301,"Dane (Madison), WI - Sauk, WI",805543,43.1321056,-89.58069047
302,"Stephenson, IL - Jo Daviess, IL",65619,42.35646197,-89.84554883
303,"Will (Joliet), IL - Grundy, IL",754681,41.43372409,-88.0096211
304,"Allen (Fort Wayne), IN - Noble, IN",593829,41.21121138,-85.13606533
305,"Macon (Decatur), IL - Shelby, IL",153688,39.79260376,-88.86818201
306,"Winnebago (Oshkosh), WI - Fond du Lac, WI",408779,43.83694,-88.67369827
307,"Rock Island (Moline), IL - Henry, IL",212203,41.41263828,-90.46090364
308,"Lake (Gary), IN - Porter, IN",722353,41.40025539,-87.29395107
309,"Kent (Grand Rapids), MI - Ionia, MI",880167,43.08785896,-85.42788766
310,"Crawford, IL - Lawrence, IL",33542,38.87601514,-87.74490151
311,"Clark, IL",15266,39.3336,-87.7877
312,"St. Joseph (South Bend), IN - Marshall, IN",352077,41.52514863,-86.29913181
313,"Bartholomew, IN - Jackson, IN",184180,39.1132976,-85.8358164
314,"Washburn, WI - Burnett, WI",33770,45.88091649,-92.07992912
315,"Dickinson, MI - Menominee, MI",60868,45.88355564,-87.87703539
316,"Perry, IN",19270,38.0796,-86.638
317,"Wexford, MI - Osceola, MI",85074,44.19157206,-85.45580987
318,"Sangamon (Springfield), IL - Christian, IL",321106,39.85731659,-89.74985003
319,"Morgan, IL - Greene, IL",49641,39.62390431,-90.27315197
320,"Ottawa (Holland), MI - Allegan, MI",422659,42.85397849,-85.96505115
321,"Dearborn, IN - Jefferson (Madison), IN",129095,39.01038364,-85.16185761
322,"Saginaw (Saginaw), MI - Tuscola, MI",272758,43.4169163,-83.81159816
323,"Delaware (Muncie), IN - Randolph, IN",148617,40.23581832,-85.32783639
324,"Knox, IL - Warren, IL",65493,40.91095654,-90.31410246
325,"St. Clair (Belleville), IL - Clinton, IL",355742,38.43022313,-89.89164147
326,"Rock (Janesville), WI - Green, WI",218309,42.67186177,-89.24383951
327,"Berrien (Benton Harbor), MI - Van Buren, MI",280603,42.02760036,-86.22911625
328,"Genesee (Flint), MI - Lapeer, MI",492142,43.03404695,-83.61917026
329,"Lawrence, IN - Orange, IN",64869,38.74996629,-86.48693477
330,"Midland (Midland), MI - Isabella, MI",205233,43.7397869,-84.60235413
331,"Williamson, IL - Jackson, IL",177902,37.84261102,-89.11429425
332,"Huntington, IN - Adams, IN",121674,40.71594885,-85.1813676
333,"Vermilion, IL - Edgar, IL",88921,40.08953164,-87.73518018
334,"Macoupin, IL - Montgomery, IL",72292,39.24940453,-89.75226856
335,"Jefferson, IL - Wayne, IL",52523,38.33976117,-88.77242939
336,"La Salle, IL - Livingston, IL",182746,41.2624896,-88.94987068
337,"Lewis, KY",12965,38.5315,-83.3781
338,"McLean (Bloomington), IL - Woodford, IL",225241,40.51989787,-88.91309066
339,"Floyd (New Albany), IN - Harrison, IN",159488,38.33583821,-86.0290431
340,"Henderson, IL",6193,40.818,-90.9251
341,"Monroe (Bloomington), IN - Greene, IN",209196,39.16075862,-86.59862794
342,"Bay (Bay City), MI - Iosco, MI",172742,43.95727351,-83.9545082
343,"Kankakee (Kankakee), IL - Iroquois, IL",133084,41.06011224,-87.85434728
344,"Outagamie (Appleton), WI - Waupaca, WI",244395,44.42757877,-88.57038229
345,"Mahoning (Youngstown), OH - Trumbull, OH",427420,41.15675743,-80.76924854
346,"Clark (Springfield), OH - Champaign, OH",173962,39.96599631,-83.78109871
347,"Stark (Canton), OH - Wayne, OH",653763,40.73714219,-81.50108579
348,"Kalamazoo (Kalamazoo), MI - St. Joseph, MI",323344,42.18306855,-85.5305589
349,"Elkhart (Elkhart), IN - Kosciusko, IN",287574,41.49857271,-85.85925945
350,"Clayton, IA - Delaware, IA",34571,42.65500595,-91.35455415
351,"Richland, IL - Clay, IL",43905,38.74612889,-88.21549167
352,"Summit (Akron), OH - Portage, OH",883480,41.13189806,-81.54722262
353,"Adams, IL - Pike, IL",79223,39.92116468,-91.13330729
354,"Marion, OH - Crawford, OH",231057,40.5651145,-83.13597875
355,"Sheboygan (Sheboygan), WI - Manitowoc, WI",252339,43.9254689,-87.95883625
356,"Defiance, OH - Williams, OH",121420,41.36557903,-84.43801921
357,"Ashland, WI - Sawyer, WI",65223,46.10765203,-90.87467985
358,"Marion, IL - Washington, IL",50627,38.56955043,-89.05129444
359,"Houghton, MI - Baraga, MI",48017,46.88995809,-88.62128605
360,"Jefferson (Steubenville), OH - Harrison, OH",78824,40.36844784,-80.82091082
361,"Whiteside, IL - Carroll, IL",70523,41.82522004,-89.91856146
362,"Hancock, IN - Henry (New Castle), IN",133007,39.86317893,-85.63453442
363,"Effingham, IL - Fayette, IL",55837,39.03704853,-88.75564983
364,"Howard (Kokomo), IN - Cass, IN",136778,40.54082526,-86.17272037
365,"Clark (Jeffersonville), IN - Scott, IN",148880,38.51144876,-85.71392242
366,"Lorain (Lorain), OH - Erie, OH",508807,41.29552869,-82.38588269
367,"Hancock, IL",17281,40.4037,-91.1647
368,"Fairfield (Lancaster), OH - Athens, OH",265619,39.60407679,-82.47179371
369,"Richland (Mansfield), OH - Ashland, OH",177355,40.79570788,-82.4581845
370,"Goodhue, MN",47943,44.4097,-92.7229
371,"Alpena, MI - Presque Isle, MI",62002,45.04014629,-83.76075694
372,"Highland, OH - Clinton, OH",85529,39.29777466,-83.70287526
373,"Kane (Aurora), IL - DeKalb, IL",755633,41.86932146,-88.4741747
374,"Barron, WI - Rusk, WI",60976,45.43565225,-91.68201486
375,"Jackson (Jackson), MI - Lenawee, MI",349429,42.05874764,-84.4273976
376,"Miami (Piqua), OH - Shelby, OH",158225,40.13774114,-84.22153
377,"Muskingum, OH - Guernsey, OH",224846,39.96538689,-81.87339247
378,"LaPorte, IN - Starke, IN",135282,41.50021371,-86.72404129
379,"Shawano, WI - Langlade, WI",64781,44.94566176,-88.85397727
380,"Columbiana, OH",100704,40.7684,-80.7772
381,"Calhoun (Battle Creek), MI - Barry, MI",197187,42.3585664,-85.10316369
382,"Racine (Racine), WI - Kenosha, WI",365970,42.66898121,-88.05260126
383,"White, IL - Hamilton, IL",21535,38.08533123,-88.31174776
384,"Saline, IL - Gallatin, IL",35376,37.69450587,-88.47273041
385,"Wayne, IN - Fayette, IN",96716,39.79301401,-85.04453215
386,"Hancock, OH - Seneca, OH",129636,41.05344386,-83.43886203
387,"Walworth, WI - Jefferson, WI",191660,42.82658649,-88.6469021
388,"Licking (Newark), OH - Knox, OH",244979,40.17077912,-82.46722294
389,"Grant, IN - Miami, IN",132851,40.66059055,-85.79195875
